,t,U1,I,T1,time
1651,1710882999.0,3.0,-0.582,297.33608203125,2024-03-19 21:16:39
1652,1710883000.0,3.0,-0.58,297.4165263671875,2024-03-19 21:16:40
1653,1710883002.0,3.0,-0.578,297.38204150390624,2024-03-19 21:16:42
1655,1710883003.0,3.0,-0.574,297.4050517578125,2024-03-19 21:16:43
1654,1710883003.0,3.0,-0.576,297.4050517578125,2024-03-19 21:16:43
1656,1710883004.0,3.0,-0.572,297.4050517578125,2024-03-19 21:16:44
1657,1710883006.0,3.0,-0.57,297.444724609375,2024-03-19 21:16:46
1658,1710883007.0,3.0,-0.568,297.35277514648436,2024-03-19 21:16:47
1659,1710883008.0,3.0,-0.566,297.3872600097656,2024-03-19 21:16:48
1660,1710883009.0,3.0,-0.564,297.35277514648436,2024-03-19 21:16:49
1661,1710883010.0,3.0,-0.562,297.35277514648436,2024-03-19 21:16:50
1662,1710883012.0,3.0,-0.559,297.3872600097656,2024-03-19 21:16:52
1663,1710883013.0,3.0,-0.557,297.33608203125,2024-03-19 21:16:53
1664,1710883015.0,3.0,-0.555,297.35384326171874,2024-03-19 21:16:55
1665,1710883016.0,3.0,-0.553,297.4520793457031,2024-03-19 21:16:56
1666,1710883017.0,3.0,-0.551,297.417625,2024-03-19 21:16:57
1667,1710883018.0,3.0,-0.549,297.3946147460937,2024-03-19 21:16:58
1668,1710883020.0,3.0,-0.547,297.38314013671874,2024-03-19 21:17:00
1669,1710883020.0,3.0,-0.545,297.38314013671874,2024-03-19 21:17:00
1670,1710883022.0,3.0,-0.543,297.3486552734375,2024-03-19 21:17:02
1671,1710883023.0,3.0,-0.541,297.3193583984375,2024-03-19 21:17:03
1672,1710883025.0,3.0,-0.539,297.4050517578125,2024-03-19 21:17:05
1673,1710883026.0,3.0,-0.536,297.4165263671875,2024-03-19 21:17:06
1674,1710883028.0,3.0,-0.534,297.4050517578125,2024-03-19 21:17:08
1675,1710883029.0,3.0,-0.532,297.388328125,2024-03-19 21:17:09
1676,1710883030.0,3.0,-0.53,297.3716350097656,2024-03-19 21:17:10
1677,1710883032.0,3.0,-0.528,297.4124064941406,2024-03-19 21:17:12
1678,1710883033.0,3.0,-0.526,297.35494189453124,2024-03-19 21:17:13
1679,1710883034.0,3.0,-0.524,297.37792163085936,2024-03-19 21:17:14
1680,1710883035.0,3.0,-0.522,297.458396484375,2024-03-19 21:17:15
1681,1710883037.0,3.0,-0.52,297.4239116210937,2024-03-19 21:17:17
1682,1710883038.0,3.0,-0.518,297.39571337890624,2024-03-19 21:17:18
1683,1710883040.0,3.0,-0.515,297.429099609375,2024-03-19 21:17:20
1684,1710883041.0,3.0,-0.513,297.42281298828124,2024-03-19 21:17:21
1685,1710883043.0,3.0,-0.511,297.3998332519531,2024-03-19 21:17:23
1686,1710883044.0,3.0,-0.509,297.388328125,2024-03-19 21:17:24
1687,1710883045.0,3.0,-0.507,297.3423686523437,2024-03-19 21:17:25
1688,1710883047.0,3.0,-0.505,297.4520793457031,2024-03-19 21:17:27
1689,1710883048.0,3.0,-0.503,297.42281298828124,2024-03-19 21:17:28
1690,1710883051.0,3.0,-0.501,297.4458232421875,2024-03-19 21:17:31
1691,1710883052.0,3.0,-0.499,297.388328125,2024-03-19 21:17:32
1692,1710883053.0,3.0,-0.497,297.43431811523436,2024-03-19 21:17:33
1693,1710883054.0,3.0,-0.494,297.4458232421875,2024-03-19 21:17:34
1694,1710883056.0,3.0,-0.492,297.3590617675781,2024-03-19 21:17:36
1695,1710883058.0,3.0,-0.49,297.3757548828125,2024-03-19 21:17:38
1697,1710883060.0,3.0,-0.486,297.4050517578125,2024-03-19 21:17:40
1696,1710883060.0,3.0,-0.488,297.4050517578125,2024-03-19 21:17:40
1698,1710883063.0,3.0,-0.484,297.47399096679686,2024-03-19 21:17:43
1699,1710883064.0,3.0,-0.482,297.45101123046874,2024-03-19 21:17:44
1700,1710883065.0,3.0,-0.48,297.3590617675781,2024-03-19 21:17:45
1701,1710883067.0,3.0,-0.478,297.4280314941406,2024-03-19 21:17:47
1702,1710883069.0,3.0,-0.476,297.4102397460937,2024-03-19 21:17:49
1703,1710883070.0,3.0,-0.473,297.3757548828125,2024-03-19 21:17:50
1704,1710883072.0,3.0,-0.471,297.43325,2024-03-19 21:17:52
1705,1710883074.0,3.0,-0.469,297.347556640625,2024-03-19 21:17:54
1706,1710883076.0,3.0,-0.467,297.37056689453124,2024-03-19 21:17:56
1707,1710883077.0,3.0,-0.465,297.4050517578125,2024-03-19 21:17:57
1708,1710883079.0,3.0,-0.463,297.4050517578125,2024-03-19 21:17:59
1710,1710883081.0,3.0,-0.459,297.4165263671875,2024-03-19 21:18:01
1709,1710883081.0,3.0,-0.461,297.4165263671875,2024-03-19 21:18:01
1711,1710883084.0,3.0,-0.457,297.3642802734375,2024-03-19 21:18:04
1712,1710883085.0,3.0,-0.455,297.4102397460937,2024-03-19 21:18:05
1713,1710883087.0,3.0,-0.453,297.4102397460937,2024-03-19 21:18:07
1714,1710883089.0,3.0,-0.45,297.3872600097656,2024-03-19 21:18:09
1715,1710883090.0,3.0,-0.448,297.3872600097656,2024-03-19 21:18:10
1716,1710883093.0,3.0,-0.446,297.43325,2024-03-19 21:18:13
1717,1710883094.0,3.0,-0.444,297.444724609375,2024-03-19 21:18:14
1718,1710883096.0,3.0,-0.442,297.43325,2024-03-19 21:18:16
1719,1710883098.0,3.0,-0.44,297.444724609375,2024-03-19 21:18:18
1720,1710883100.0,3.0,-0.438,297.3757548828125,2024-03-19 21:18:20
1721,1710883102.0,3.0,-0.436,297.3642802734375,2024-03-19 21:18:22
1722,1710883103.0,3.0,-0.434,297.47920947265624,2024-03-19 21:18:23
1723,1710883105.0,3.0,-0.432,297.43325,2024-03-19 21:18:25
1724,1710883106.0,3.0,-0.429,297.4154582519531,2024-03-19 21:18:26
1725,1710883109.0,3.0,-0.427,297.4436564941406,2024-03-19 21:18:29
1726,1710883110.0,3.0,-0.425,297.4028850097656,2024-03-19 21:18:30
1727,1710883113.0,3.0,-0.423,297.3736186523437,2024-03-19 21:18:33
1728,1710883114.0,3.0,-0.421,297.419578125,2024-03-19 21:18:34
1729,1710883116.0,3.0,-0.419,297.419578125,2024-03-19 21:18:36
1730,1710883118.0,3.0,-0.417,297.3736186523437,2024-03-19 21:18:38
1731,1710883120.0,3.0,-0.415,297.44258837890624,2024-03-19 21:18:40
1732,1710883122.0,3.0,-0.413,297.38509326171874,2024-03-19 21:18:42
1733,1710883124.0,3.0,-0.411,297.4592814941406,2024-03-19 21:18:44
1734,1710883127.0,3.0,-0.408,297.4310832519531,2024-03-19 21:18:47
1735,1710883128.0,3.0,-0.406,297.408103515625,2024-03-19 21:18:48
1736,1710883130.0,3.0,-0.404,297.39659838867186,2024-03-19 21:18:50
1737,1710883131.0,3.0,-0.402,297.3903117675781,2024-03-19 21:18:51
1738,1710883134.0,3.0,-0.4,297.448875,2024-03-19 21:18:54
1739,1710883136.0,3.0,-0.398,297.4028850097656,2024-03-19 21:18:56
1740,1710883138.0,3.0,-0.396,297.4321513671875,2024-03-19 21:18:58
1741,1710883139.0,3.0,-0.394,297.4551616210937,2024-03-19 21:18:59
1742,1710883143.0,3.0,-0.392,297.4562297363281,2024-03-19 21:19:03
1743,1710883144.0,3.0,-0.39,297.46773486328124,2024-03-19 21:19:04
1744,1710883147.0,3.0,-0.388,297.49071459960936,2024-03-19 21:19:07
1745,1710883149.0,3.0,-0.386,297.50218920898436,2024-03-19 21:19:09
1746,1710883150.0,3.0,-0.383,297.3872600097656,2024-03-19 21:19:10
1747,1710883152.0,3.0,-0.381,297.3872600097656,2024-03-19 21:19:12
1748,1710883154.0,3.0,-0.379,297.42174487304686,2024-03-19 21:19:14
1749,1710883157.0,3.0,-0.377,297.4102397460937,2024-03-19 21:19:17
1750,1710883159.0,3.0,-0.375,297.444724609375,2024-03-19 21:19:19
1751,1710883161.0,3.0,-0.373,297.4562297363281,2024-03-19 21:19:21
1752,1710883165.0,3.0,-0.371,297.43325,2024-03-19 21:19:25
1753,1710883166.0,3.0,-0.369,297.43325,2024-03-19 21:19:26
1754,1710883168.0,3.0,-0.367,297.43325,2024-03-19 21:19:28
1755,1710883170.0,3.0,-0.365,297.3872600097656,2024-03-19 21:19:30
1756,1710883173.0,3.0,-0.362,297.4102397460937,2024-03-19 21:19:33
1757,1710883175.0,3.0,-0.36,297.43325,2024-03-19 21:19:35
1758,1710883178.0,3.0,-0.358,297.444724609375,2024-03-19 21:19:38
1759,1710883179.0,3.0,-0.356,297.42174487304686,2024-03-19 21:19:39
1760,1710883182.0,3.0,-0.354,297.3872600097656,2024-03-19 21:19:42
1761,1710883184.0,3.0,-0.352,297.4102397460937,2024-03-19 21:19:44
1762,1710883188.0,3.0,-0.35,297.3757548828125,2024-03-19 21:19:48
1763,1710883190.0,3.0,-0.348,297.39876513671874,2024-03-19 21:19:50
1764,1710883192.0,3.0,-0.346,297.444724609375,2024-03-19 21:19:52
1765,1710883194.0,3.0,-0.343,297.4102397460937,2024-03-19 21:19:54
